"State_Name","District","Sub-District","Financial_Year","Month","Indicator_Code","Indicator_Name","Code_And_Section","Reported_Value_for_Public_Facility","Reported_Value_for_Private_Facility","Reported_Value_for_Rural","Reported_Value_for_Urban"
"Maharashtra","Ahmadnagar","Sangamner","2019-2020","April","9.10","Number of children (12-59 months) provided Albendazole","M9 [CHILD IMMUNISATION]","10","NA","0","10"
"Maharashtra","Ahmadnagar","Sangamner","2019-2020","April","14.6.3","Emergency - Obstetrics complications","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Sangamner","2019-2020","April","16.5.2","Number of Maternal Deaths due to High fever","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Sangamner","2019-2020","April","16.6","Total Facility Based Maternal Death Reviews (FBMDR) done","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","9.5.2","Children more than 5 years received DPT5 (2nd Booster)","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","9.6.2","Number of cases of AEFI - Death","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","9.7.3","Number of Immunisation sessions where ASHAs were present","M9 [CHILD IMMUNISATION]","161","NA","161","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","9.8.2","Child immunisation - Vitamin A Dose - 5","M9 [CHILD IMMUNISATION]","126","NA","126","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","14.1.3","Outpatient - Stroke (Paralysis)","M14 [Patient Services]","2","NA","2","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","14.4.7","Inpatient - Diarrhea with dehydration","M14 [Patient Services]","25","NA","25","NA"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","9.1.6","Child immunisation - Pentavalent 1","M9 [CHILD IMMUNISATION]","519","NA","323","196"
"Maharashtra","Ahmadnagar","Nagar","2019-2020","April","3.1","Total C -Section deliveries performed","M3 [Number of Caesarean (C-Section) deliveries]","238","619","805","52"
"Maharashtra","Ahmadnagar","Nagar","2019-2020","April","6.4","Number of mothers provided 360 Calcium tablets after delivery","M6 [Post Natal Care (PNC)]","932","1914","2665","181"
"Maharashtra","Ahmadnagar","Nevasa","2019-2020","April","14.1.5","Outpatient - Mental illness","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Nevasa","2019-2020","April","15.1","Number of Lab Tests done","M15 [Laboratory Testing]","2543","NA","2543","NA"
"Maharashtra","Ahmadnagar","Nevasa","2019-2020","April","15.3.2.a","Female Non ANC HIV - Number Tested","M15 [Laboratory Testing]","846","NA","846","NA"
"Maharashtra","Ahmadnagar","Rahuri","2019-2020","April","9.1.4","Child immunisation - DPT2","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Rahuri","2019-2020","April","14.4.1","Inpatient - Malaria","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Rahuri","2019-2020","April","14.4.8","Inpatient - Hepatitis","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Shrirampur","2019-2020","April","14.8.5","Number of post operative Surgical Site infection","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Ahmadnagar","Shrirampur","2019-2020","April","15.3.1.b","Male HIV - Number Positive","M15 [Laboratory Testing]","4","NA","0","4"
"Maharashtra","Ahmadnagar","Shrirampur","2019-2020","April","16.4.5","Number of Child Deaths (1 -5 years) due to Others","M16 [Details of deaths reported with probable causes:]","1","NA","1","0"
"Maharashtra","Ahmadnagar","Shrirampur","2019-2020","April","16.7.2","Number of Adolscent / Adult deaths due to Tuberculosis","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","9.1.18","Child immunisation - Inactivated Polio Vaccine 2 (IPV 2)","M9 [CHILD IMMUNISATION]","428","NA","281","147"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","9.8.1","Child immunisation - Vitamin A Dose - 1","M9 [CHILD IMMUNISATION]","671","NA","277","394"
"Maharashtra","Ahmadnagar","Akola","2019-2020","April","1.6.2.c","Number of syphilis positive pregnant women treated for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Akola","2019-2020","April","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","1","NA","1","NA"
"Maharashtra","Ahmadnagar","Akola","2019-2020","April","9.1.13","Child immunisation - Hepatitis-B0 (Birth Dose)","M9 [CHILD IMMUNISATION]","85","NA","85","NA"
"Maharashtra","Ahmadnagar","Akola","2019-2020","April","9.1.19","Child immunisation - Rotavirus 1","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Akola","2019-2020","April","9.2.4.b","Children aged between 9 and 11 months fully immunized - Female","M9 [CHILD IMMUNISATION]","198","NA","198","NA"
"Maharashtra","Ahmadnagar","Akola","2019-2020","April","10.5","Childhood Diseases - Pertussis","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Akola","2019-2020","April","11.2.3","Post-kala-azar dermal leishmaniasis (PKDL) cases","M11 [NVBDCP]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Akola","2019-2020","April","14.3.3","Number of Left Against Medical Advice (LAMA) cases","M14 [Patient Services]","41","NA","41","NA"
"Maharashtra","Ahmadnagar","Akola","2019-2020","April","14.17","Stock out rate of essential Drugs","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","1.2.4","Number of PW given 180 Iron Folic Acid (IFA) tablets","M1 [Ante Natal Care (ANC)]","247","NA","247","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","2.1.3","Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery","M2 [Deliveries]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","4.3.1.a","MTP up to 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","9.1.9","Child immunisation - OPV 0 (Birth Dose)","M9 [CHILD IMMUNISATION]","204","NA","204","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","9.9","Number of children (6-59 months) provided 8-10 doses (1ml) of IFA syrup (Bi weekly)","M9 [CHILD IMMUNISATION]","4752","NA","4752","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","12.1.2.a","Out of registered, Girls received clinical services","M12 [Adolscent Health]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","14.1.6","Outpatient - Epilepsy","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","14.3.2.b","Inpatient (Female)- Adults","M14 [Patient Services]","267","NA","267","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","14.4.4","Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","14.6.4","Emergency - Snake Bite","M14 [Patient Services]","2","NA","2","NA"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","15.3.4.a","Number of Male STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","14","NA","0","14"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","10.13","Children admitted with upper respiratory infections","M10 [Number of cases of Childhood Diseases (0-5 years)]","22","NA","0","22"
"Maharashtra","Ahmadnagar","Nagar","2019-2020","April","8.17.4","Failures following female sterilization","M8 [Family Planning]","1","0","1","NA"
"Maharashtra","Ahmadnagar","Nagar","2019-2020","April","10.3","Childhood Diseases - Sepsis","M10 [Number of cases of Childhood Diseases (0-5 years)]","26","0","26","NA"
"Maharashtra","Ahmadnagar","Nagar","2019-2020","April","15.3.1.a","Male HIV - Number Tested","M15 [Laboratory Testing]","553","NA","528","25"
"Maharashtra","Ahmadnagar","Nagar","2019-2020","April","15.5.2","Radiology - Ultrasonography (USG)","M15 [Laboratory Testing]","1473","NA","1325","148"
"Maharashtra","Ahmadnagar","Nevasa","2019-2020","April","14.4.2","Inpatient - Dengue","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Nevasa","2019-2020","April","16.7.4","Number of Adolscent / Adult deaths due to Other Fever Related","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Parner","2019-2020","April","2.1.3","Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery","M2 [Deliveries]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Parner","2019-2020","April","3.1.1","C-sections, performed at night (8 PM- 8 AM)","M3 [Number of Caesarean (C-Section) deliveries]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Parner","2019-2020","April","9.2.3","Child immunisation (9-11months) - JE 1st dose","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Parner","2019-2020","April","10.3","Childhood Diseases - Sepsis","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Parner","2019-2020","April","11.3.2","Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive","M11 [NVBDCP]","NA","NA","NA","NA"
"Maharashtra","Ahmadnagar","Parner","2019-2020","April","14.14.1","Number of children admitted in NRC","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Parner","2019-2020","April","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Parner","2019-2020","April","14.15","Number of Rogi Kalyan Samiti (RKS) meetings held","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Pathardi","2019-2020","April","2.1.1.b","Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.)","M2 [Deliveries]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Pathardi","2019-2020","April","3.1","Total C -Section deliveries performed","M3 [Number of Caesarean (C-Section) deliveries]","9","NA","0","9"
"Maharashtra","Ahmadnagar","Pathardi","2019-2020","April","4.3.1.a","MTP up to 12 weeks of pregnancy","M4 [Pregnancy outcome & details of new-born]","8","NA","5","3"
"Maharashtra","Ahmadnagar","Pathardi","2019-2020","April","9.4.6","Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Pathardi","2019-2020","April","15.3.4.a","Number of Male STI/RTI attendees tested for syphilis","M15 [Laboratory Testing]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Pathardi","2019-2020","April","16.5.2","Number of Maternal Deaths due to High fever","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Rahta","2019-2020","April","9.2.3","Child immunisation (9-11months) - JE 1st dose","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Rahta","2019-2020","April","14.3.2.a","Inpatient (Female)- Children<18yrs","M14 [Patient Services]","24","NA","3","21"
"Maharashtra","Ahmadnagar","Rahta","2019-2020","April","14.6.3","Emergency - Obstetrics complications","M14 [Patient Services]","3","NA","1","2"
"Maharashtra","Ahmadnagar","Rahuri","2019-2020","April","2.1.3","Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery","M2 [Deliveries]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Rahuri","2019-2020","April","4.3.3","Number of women provided with post abortion/ MTP contraception","M4 [Pregnancy outcome & details of new-born]","5","NA","5","0"
"Maharashtra","Ahmadnagar","Rahuri","2019-2020","April","9.1.16","Child immunisation - Hepatitis-B3","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Rahuri","2019-2020","April","9.2.1","Child immunisation (9-11months) - Measles & Rubella (MR)- 1st Dose","M9 [CHILD IMMUNISATION]","434","NA","375","59"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","11.3.1","Dengue - RDT Test Positive","M11 [NVBDCP]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","14.8.2","Out of Operation major, Gynecology- Hysterectomy surgeries","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","9.1.7","Child immunisation - Pentavalent 2","M9 [CHILD IMMUNISATION]","318","NA","318","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","9.1.21","Child immunisation - Rotavirus 3","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","12.1.3.b","Out of registered, Boys received counselling","M12 [Adolscent Health]","188","NA","188","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","14.1.1","Outpatient - Diabetes","M14 [Patient Services]","29","NA","29","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","15.4.2","Widal tests - Number Positive","M15 [Laboratory Testing]","9","NA","9","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","16.3.1","Number of Infant Deaths (1 -12 months) due to Pneumonia","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","1.4.3","Number of PW having Hb level<7 (tested cases)","M1 [Ante Natal Care (ANC)]","7","NA","6","1"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","9.1.11","Child immunisation - OPV2","M9 [CHILD IMMUNISATION]","345","NA","277","68"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","9.5.4","Children more than 16 years received TT16","M9 [CHILD IMMUNISATION]","3","NA","3","0"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","14.6.1","Emergency - Trauma ( accident, injury, poisoning etc)","M14 [Patient Services]","2","NA","NA","2"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","14.8.3","Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Ahmadnagar","Nagar","2019-2020","April","9.1.18","Child immunisation - Inactivated Polio Vaccine 2 (IPV 2)","M9 [CHILD IMMUNISATION]","741","126","585","282"
"Maharashtra","Ahmadnagar","Nagar","2019-2020","April","9.4.3","Child immunisation - DPT 1st Booster","M9 [CHILD IMMUNISATION]","869","156","712","313"
"Maharashtra","Ahmadnagar","Nagar","2019-2020","April","10.4","Childhood Diseases - Diphtheria","M10 [Number of cases of Childhood Diseases (0-5 years)]","0","0","0","NA"
"Maharashtra","Ahmadnagar","Nagar","2019-2020","April","11.4.2","Tests Positive for JE","M11 [NVBDCP]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Nagar","2019-2020","April","14.3.2.b","Inpatient (Female)- Adults","M14 [Patient Services]","1727","NA","1727","NA"
"Maharashtra","Ahmadnagar","Nagar","2019-2020","April","14.6.7","Emergency - CVA ( Cerebovascular Disease)","M14 [Patient Services]","14","NA","14","NA"
"Maharashtra","Ahmadnagar","Nagar","2019-2020","April","16.5.4","Number of Maternal Deaths due to Obstructed/prolonged labour","M16 [Details of deaths reported with probable causes:]","0","0","0","NA"
"Maharashtra","Ahmadnagar","Nevasa","2019-2020","April","1.6.1.a","Number of PW tested using POC test for Syphilis","M1 [Ante Natal Care (ANC)]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Nevasa","2019-2020","April","2.1.1.a","Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM)","M2 [Deliveries]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Nevasa","2019-2020","April","8.3","Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD)","M8 [Family Planning]","147","NA","147","NA"
"Maharashtra","Ahmadnagar","Nevasa","2019-2020","April","14.9.1","Inpatient Deaths - Male","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Nevasa","2019-2020","April","16.3.4","Number of Infant Deaths (1 -12 months) due to Measles","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Nevasa","2019-2020","April","16.8.4","Number of Deaths due to Dengue","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Parner","2019-2020","April","8.17.4","Failures following female sterilization","M8 [Family Planning]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Parner","2019-2020","April","9.6.3","Number of cases of AEFI - Others","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Parner","2019-2020","April","9.8.3","Child immunisation - Vitamin A Dose - 9","M9 [CHILD IMMUNISATION]","249","NA","249","NA"
"Maharashtra","Ahmadnagar","Parner","2019-2020","April","12.1.1.a","Girls registered in AFHC","M12 [Adolscent Health]","5","NA","5","NA"
"Maharashtra","Ahmadnagar","Pathardi","2019-2020","April","9.5.4","Children more than 16 years received TT16","M9 [CHILD IMMUNISATION]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Pathardi","2019-2020","April","11.2.1","Kala Azar (RDT) - Tests Conducted","M11 [NVBDCP]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Pathardi","2019-2020","April","12.1.1.a","Girls registered in AFHC","M12 [Adolscent Health]","128","NA","85","43"
"Maharashtra","Ahmadnagar","Pathardi","2019-2020","April","15.3.3.b","Out of the above, number screened positive","M15 [Laboratory Testing]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Pathardi","2019-2020","April","16.7.2","Number of Adolscent / Adult deaths due to Tuberculosis","M16 [Details of deaths reported with probable causes:]","1","NA","1","0"
"Maharashtra","Ahmadnagar","Akola","2019-2020","April","9.1.6","Child immunisation - Pentavalent 1","M9 [CHILD IMMUNISATION]","401","NA","401","NA"
"Maharashtra","Ahmadnagar","Akola","2019-2020","April","14.14.1","Number of children admitted in NRC","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","4.1.3","Still Birth","M4 [Pregnancy outcome & details of new-born]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","9.1.19","Child immunisation - Rotavirus 1","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","9.1.20","Child immunisation - Rotavirus 2","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","9.2.4.b","Children aged between 9 and 11 months fully immunized - Female","M9 [CHILD IMMUNISATION]","119","NA","119","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","9.4.2","Child immunisation - Measles 2nd dose (More than 16 months)","M9 [CHILD IMMUNISATION]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","14.1.1","Outpatient - Diabetes","M14 [Patient Services]","97","NA","97","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","14.4.3","Inpatient - Typhoid","M14 [Patient Services]","11","NA","11","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","14.4.8","Inpatient - Hepatitis","M14 [Patient Services]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","14.8.5","Number of post operative Surgical Site infection","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Ahmadnagar","Jamkhed","2019-2020","April","16.3.1","Number of Infant Deaths (1 -12 months) due to Pneumonia","M16 [Details of deaths reported with probable causes:]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","7.2.2","RTI/STI for which treatment initiated -Female","M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases]","6","NA","6","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","11.1.1.b","Malaria (Microscopy Tests ) - Plasmodium Vivax test positive","M11 [NVBDCP]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","11.3.1","Dengue - RDT Test Positive","M11 [NVBDCP]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","14.1.5","Outpatient - Mental illness","M14 [Patient Services]","2","NA","2","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","14.1.6","Outpatient - Epilepsy","M14 [Patient Services]","1","NA","1","NA"
"Maharashtra","Ahmadnagar","Karjat","2019-2020","April","8.2.4","Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted","M8 [Family Planning]","0","NA","0","NA"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","1.3.1","New cases of PW with hypertension detected","M1 [Ante Natal Care (ANC)]","2","NA","2","0"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","2.1.1.b","Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.)","M2 [Deliveries]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","9.1.13","Child immunisation - Hepatitis-B0 (Birth Dose)","M9 [CHILD IMMUNISATION]","49","NA","49","0"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","11.1.1.c","Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive","M11 [NVBDCP]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","12.1.1.a","Girls registered in AFHC","M12 [Adolscent Health]","184","NA","123","61"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","14.14.2","Number of children discharged with target weight gain from the NRCs","M14 [Patient Services]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","14.17","Stock out rate of essential Drugs","M14 [Patient Services]","NA","NA","NA","NA"
"Maharashtra","Ahmadnagar","Kopargaon","2019-2020","April","16.4.1","Number of Child Deaths (1 -5 years) due to Pneumonia","M16 [Details of deaths reported with probable causes:]","0","NA","0","0"
"Maharashtra","Ahmadnagar","Nagar","2019-2020","April","1.3.1.a","Out of the new cases of PW with hypertension detected, cases managed at institution","M1 [Ante Natal Care (ANC)]","17","62","67","12"
"Maharashtra","Ahmadnagar","Shevgaon","2019-2020","April","16.7.9","Number of Adolscent / Adult deaths due to Accidents/Burn cases","M16 [Details of deaths reported with probable causes:]","2","NA","2","NA"
